nombre,correo,ciclo,carrera,codigo
Donna Cole,donnacole@utec.edu,3,DS,202265509
Medge Barnes,medgebarnes@utec.edu,7,Ingenieria industrial,202322397
Iris Koch,iriskoch911@utec.edu,1,Ingenieria industrial,202207997
Craig Park,craigpark@utec.edu,4,DS,202195525
Drew Barker,drewbarker@utec.edu,3,DS,202111510
Grant Duncan,grantduncan3092@utec.edu,2,Ingenieria electronica,202358662
Branden Duffy,brandenduffy4707@utec.edu,6,Ingenieria ambiental,202307349
Francis Sellers,francissellers@utec.edu,3,Ingenieria ambiental,202241177
Rose Nelson,rosenelson@utec.edu,10,DS,202371309
Christine Blackwell,christineblackwell5689@utec.edu,10,Bioingenieria,202193192
Calvin Bowers,calvinbowers2881@utec.edu,7,Ingenieria electronica,202181260
Erasmus Valencia,erasmusvalencia2172@utec.edu,9,Ingenieria industrial,202270453
Tiger Lancaster,tigerlancaster@utec.edu,7,Ingenieria mecatronica,202212591
Hall Lott,halllott@utec.edu,4,Ingenieria civil,202360145
Madaline Brock,madalinebrock6823@utec.edu,2,DS,202159046
Dennis Potts,dennispotts7786@utec.edu,3,DS,202305800
Martena Miles,martenamiles2679@utec.edu,4,Ingenieria electronica,202256335
Zephania Cooper,zephaniacooper4958@utec.edu,10,Ingenieria mecatronica,202257291
Norman Riley,normanriley@utec.edu,7,Ingenieria mecanica,202322961
Ian Henson,ianhenson9185@utec.edu,8,Ingenieria civil,202173331
Cameron Day,cameronday4006@utec.edu,4,Ingenieria ambiental,202261213
Cassandra Morris,cassandramorris2469@utec.edu,6,Ingenieria industrial,202349950
Tad Casey,tadcasey7551@utec.edu,4,Ingenieria mecanica,202365940
Lewis Fisher,lewisfisher8649@utec.edu,9,CS,202276954
Herrod Clayton,herrodclayton@utec.edu,3,Ingenieria de la energia,202209715
Nadine Lewis,nadinelewis@utec.edu,6,Ingenieria mecanica,202267832
Gil Pennington,gilpennington@utec.edu,5,Ingenieria quimica,202127691
Wynter Neal,wynterneal@utec.edu,5,DS,202251917
Breanna Fitzgerald,breannafitzgerald8936@utec.edu,4,Ingenieria de la energia,202222495
Phyllis Vasquez,phyllisvasquez8739@utec.edu,2,Ingenieria industrial,202342356
Declan Espinoza,declanespinoza6000@utec.edu,5,Administracion de negocios,202311848
Zachary Mcfadden,zacharymcfadden2403@utec.edu,2,Ingenieria de la energia,202272824
Jessica Mills,jessicamills@utec.edu,9,Administracion de negocios,202188595
Denton Lawrence,dentonlawrence1508@utec.edu,3,Ingenieria civil,202381760
Dean Baldwin,deanbaldwin@utec.edu,9,Ingenieria quimica,202308753
Nita Richards,nitarichards5191@utec.edu,4,Bioingenieria,202191474
Nissim Terrell,nissimterrell8496@utec.edu,9,Ingenieria electronica,202226281
Upton Pitts,uptonpitts@utec.edu,7,Bioingenieria,202156892
Emerson Forbes,emersonforbes@utec.edu,8,Ingenieria mecanica,202125017
Myles Holt,mylesholt2128@utec.edu,2,Ingenieria civil,202156631
Sage Avery,sageavery1454@utec.edu,8,Ingenieria mecatronica,202333056
Leah Bonner,leahbonner7882@utec.edu,7,Ingenieria ambiental,202230786
Aline Hurst,alinehurst@utec.edu,9,DS,202396172
Seth Dodson,sethdodson1782@utec.edu,2,Bioingenieria,202150827
Kibo Adkins,kiboadkins@utec.edu,6,Ingenieria electronica,202319872
Cairo Cohen,cairocohen5009@utec.edu,9,Administracion de negocios,202315442
Dane Farmer,danefarmer5135@utec.edu,3,Ingenieria de la energia,202143137
Brandon Whitfield,brandonwhitfield@utec.edu,9,Ingenieria ambiental,202346420
Aidan Morton,aidanmorton@utec.edu,6,CS,202271043
Clio Hanson,cliohanson5923@utec.edu,7,Ingenieria electronica,202282467
Malcolm Estes,malcolmestes@utec.edu,4,Ingenieria quimica,202397368
Sopoline Marquez,sopolinemarquez@utec.edu,6,Ingenieria civil,202329217
Lev Leonard,levleonard3272@utec.edu,9,Ingenieria civil,202354554
Cameran Carter,camerancarter@utec.edu,2,Ingenieria mecatronica,202280689
Oscar Clarke,oscarclarke3997@utec.edu,2,Bioingenieria,202116792
Aphrodite Short,aphroditeshort7566@utec.edu,10,Ingenieria ambiental,202320915
Jason Fox,jasonfox@utec.edu,2,Bioingenieria,202372798
Joan Cruz,joancruz@utec.edu,4,DS,202182599
Isadora Jacobson,isadorajacobson@utec.edu,2,Ingenieria electronica,202267234
Lenore Vazquez,lenorevazquez9706@utec.edu,4,Administracion de negocios,202163861
Lillith Leach,lillithleach@utec.edu,9,Ingenieria mecanica,202303773
Teagan Vargas,teaganvargas4105@utec.edu,2,Bioingenieria,202135200
Addison William,addisonwilliam@utec.edu,1,Administracion de negocios,202179189
Bianca Morris,biancamorris@utec.edu,8,Ingenieria de la energia,202320945
Nathan Villarreal,nathanvillarreal8450@utec.edu,1,CS,202375635
Wesley Warren,wesleywarren@utec.edu,2,CS,202178755
Uriel Dalton,urieldalton1087@utec.edu,2,Ingenieria ambiental,202222944
Roth Kidd,rothkidd4630@utec.edu,2,DS,202143741
Felix Grimes,felixgrimes4272@utec.edu,6,Ingenieria civil,202136419
Angelica Harmon,angelicaharmon@utec.edu,9,Ingenieria mecatronica,202340216
Ivana Munoz,ivanamunoz5447@utec.edu,8,Ingenieria civil,202231448
Yoshio Mooney,yoshiomooney2610@utec.edu,4,Ingenieria mecanica,202260295
Ahmed Scott,ahmedscott@utec.edu,5,Ingenieria ambiental,202357320
Dante Nicholson,dantenicholson6766@utec.edu,3,Administracion de negocios,202352996
Hall Blackburn,hallblackburn@utec.edu,2,Ingenieria de la energia,202240489
Sebastian Hinton,sebastianhinton4729@utec.edu,7,CS,202245751
Azalia Walton,azaliawalton7671@utec.edu,3,Ingenieria electronica,202101040
May England,mayengland@utec.edu,5,Ingenieria industrial,202168853
Winifred Kramer,winifredkramer4561@utec.edu,7,Administracion de negocios,202295717
Francis Casey,franciscasey@utec.edu,8,Ingenieria civil,202113998
Slade Chan,sladechan@utec.edu,3,Ingenieria ambiental,202178359
Phillip Newman,phillipnewman@utec.edu,3,Ingenieria mecanica,202398614
Norman Garrison,normangarrison8338@utec.edu,8,CS,202211985
Wing Hendricks,winghendricks6404@utec.edu,6,Ingenieria quimica,202199642
Robin Quinn,robinquinn9596@utec.edu,7,DS,202291518
Alexander Galloway,alexandergalloway4449@utec.edu,3,Administracion de negocios,202213100
Hoyt Clemons,hoytclemons5280@utec.edu,5,Ingenieria industrial,202109610
Halla Herman,hallaherman@utec.edu,4,Administracion de negocios,202210270
Mia Nash,mianash1816@utec.edu,5,DS,202298634
Timon Jacobs,timonjacobs5386@utec.edu,2,Ingenieria mecatronica,202121283
Wing Aguirre,wingaguirre@utec.edu,6,Bioingenieria,202132213
Rogan Hinton,roganhinton9062@utec.edu,1,Administracion de negocios,202110399
Salvador Cantrell,salvadorcantrell5818@utec.edu,9,Ingenieria electronica,202164015
Blossom Davidson,blossomdavidson@utec.edu,8,Ingenieria civil,202294913
Cassady Holloway,cassadyholloway@utec.edu,3,CS,202208660
Jaime Joyner,jaimejoyner@utec.edu,9,Ingenieria civil,202127345
Salvador Roach,salvadorroach3529@utec.edu,4,Ingenieria ambiental,202269826
Peter Sims,petersims@utec.edu,5,Ingenieria civil,202214065
Kasper Stark,kasperstark7442@utec.edu,9,Ingenieria de la energia,202294710
Eve Stewart,evestewart9319@utec.edu,2,Ingenieria quimica,202399756
Mufutau Wright,mufutauwright@utec.edu,9,Ingenieria ambiental,202262238
Dane Blanchard,daneblanchard@utec.edu,3,Ingenieria mecanica,202387832
Perry Crosby,perrycrosby7533@utec.edu,6,DS,202157703
Carter Burt,carterburt@utec.edu,8,Ingenieria mecanica,202342784
Palmer Kemp,palmerkemp5209@utec.edu,8,Ingenieria ambiental,202238776
Ira Martin,iramartin@utec.edu,9,Ingenieria mecatronica,202100155
Lillian Briggs,lillianbriggs2366@utec.edu,3,DS,202298901
Edan Frank,edanfrank6959@utec.edu,4,Bioingenieria,202280871
Quentin Maldonado,quentinmaldonado@utec.edu,9,DS,202101488
Brock Lucas,brocklucas@utec.edu,6,Ingenieria ambiental,202236149
Christine Stone,christinestone@utec.edu,7,CS,202283934
Kai Duncan,kaiduncan7533@utec.edu,5,Ingenieria civil,202305598
Nigel Morales,nigelmorales@utec.edu,6,Ingenieria civil,202329000
Aretha Grimes,arethagrimes964@utec.edu,4,DS,202228790
Melvin Clark,melvinclark5217@utec.edu,8,Ingenieria civil,202335693
Acton Barry,actonbarry@utec.edu,6,Ingenieria mecanica,202230914
Philip Emerson,philipemerson@utec.edu,5,Administracion de negocios,202179767
Hall Acosta,hallacosta@utec.edu,6,Ingenieria quimica,202341789
Kay Keith,kaykeith@utec.edu,8,Ingenieria electronica,202311424
Ariel Mcgee,arielmcgee@utec.edu,3,Ingenieria quimica,202130946
Malachi Williams,malachiwilliams@utec.edu,9,Bioingenieria,202299906
Elliott Vaughn,elliottvaughn733@utec.edu,5,Ingenieria mecatronica,202180608
Benedict Montgomery,benedictmontgomery5570@utec.edu,7,DS,202127540
Dustin Nash,dustinnash5674@utec.edu,5,Bioingenieria,202124814
Drew Trujillo,drewtrujillo9491@utec.edu,1,CS,202113496
Judith Higgins,judithhiggins@utec.edu,3,Ingenieria mecatronica,202181999
Yvonne Holland,yvonneholland452@utec.edu,7,Ingenieria electronica,202338461
Omar Wolfe,omarwolfe2635@utec.edu,3,DS,202155923
Simone Strong,simonestrong5270@utec.edu,7,Bioingenieria,202223263
Ross Collier,rosscollier@utec.edu,1,Ingenieria civil,202205519
April Moody,aprilmoody@utec.edu,2,Ingenieria ambiental,202113630
Rama Hansen,ramahansen@utec.edu,9,Administracion de negocios,202205470
Rachel Walsh,rachelwalsh@utec.edu,7,Administracion de negocios,202291493
Audra Ingram,audraingram@utec.edu,2,Administracion de negocios,202360567
Nadine May,nadinemay3154@utec.edu,4,Bioingenieria,202237062
Ronan Noel,ronannoel@utec.edu,4,DS,202199753
Galvin Schneider,galvinschneider@utec.edu,2,Ingenieria mecanica,202142189
William O'donnell,williamodonnell@utec.edu,6,Bioingenieria,202205444
Ivory Case,ivorycase@utec.edu,9,Bioingenieria,202225581
Anastasia Lowery,anastasialowery659@utec.edu,7,Ingenieria mecatronica,202339441
Len Leach,lenleach6805@utec.edu,9,Ingenieria civil,202143819
Ahmed Ochoa,ahmedochoa7995@utec.edu,2,Ingenieria electronica,202112716
Martin Wolfe,martinwolfe@utec.edu,3,Ingenieria civil,202342441
John Wilkerson,johnwilkerson879@utec.edu,4,Ingenieria mecatronica,202222202
Miranda Davenport,mirandadavenport5984@utec.edu,8,Ingenieria electronica,202344662
Montana Solomon,montanasolomon@utec.edu,2,DS,202351421
Gemma Guy,gemmaguy5401@utec.edu,9,DS,202359150
Mary Rocha,maryrocha@utec.edu,4,Administracion de negocios,202214129
Shelby Fischer,shelbyfischer9735@utec.edu,5,Ingenieria quimica,202382493
MacKensie Foreman,mackensieforeman@utec.edu,3,Bioingenieria,202271380
Ahmed Odom,ahmedodom@utec.edu,7,Ingenieria industrial,202204373
Isadora Allen,isadoraallen6782@utec.edu,8,Ingenieria quimica,202374412
Zeph Beasley,zephbeasley5251@utec.edu,9,Ingenieria mecatronica,202201907
Skyler Odom,skylerodom@utec.edu,6,CS,202175895
Latifah Bradley,latifahbradley@utec.edu,6,Bioingenieria,202124224
Hyatt Bowen,hyattbowen@utec.edu,5,Ingenieria ambiental,202281469
Solomon Horton,solomonhorton7188@utec.edu,9,DS,202387600
Althea Stanton,altheastanton3059@utec.edu,5,Administracion de negocios,202158173
Holmes Maxwell,holmesmaxwell@utec.edu,8,DS,202349485
Damon Key,damonkey@utec.edu,8,DS,202308199
Kennan Harrington,kennanharrington9179@utec.edu,8,Ingenieria mecanica,202171708
Scarlet Porter,scarletporter2665@utec.edu,5,Bioingenieria,202221163
Felix Chapman,felixchapman@utec.edu,9,DS,202352934
Tamara Ross,tamaraross@utec.edu,5,Ingenieria ambiental,202310181
Castor Anthony,castoranthony@utec.edu,10,Ingenieria civil,202101256
Lewis Lucas,lewislucas92@utec.edu,7,Ingenieria industrial,202246166
Louis Wiggins,louiswiggins@utec.edu,2,Ingenieria mecatronica,202155061
Jillian Pitts,jillianpitts@utec.edu,8,Administracion de negocios,202373539
Barrett Wilkerson,barrettwilkerson@utec.edu,6,Ingenieria industrial,202148345
Idola Atkinson,idolaatkinson6145@utec.edu,3,Ingenieria mecatronica,202222454
Jemima Parsons,jemimaparsons6491@utec.edu,5,Ingenieria ambiental,202223670
Kaye Head,kayehead@utec.edu,8,Ingenieria mecatronica,202375311
Berk Joseph,berkjoseph@utec.edu,2,Ingenieria civil,202248153
Phoebe Rasmussen,phoeberasmussen1048@utec.edu,8,Ingenieria de la energia,202160103
Adam Foster,adamfoster@utec.edu,1,Ingenieria quimica,202146327
Gisela Shaw,giselashaw@utec.edu,4,Ingenieria industrial,202355071
Walker Gray,walkergray@utec.edu,2,CS,202153408
Palmer Holloway,palmerholloway4200@utec.edu,4,Bioingenieria,202103830
Dara Knowles,daraknowles8948@utec.edu,7,Ingenieria quimica,202234606
Molly Noel,mollynoel6406@utec.edu,7,CS,202212179
Jelani Mcconnell,jelanimcconnell4246@utec.edu,7,CS,202127548
Alana Irwin,alanairwin@utec.edu,8,Ingenieria civil,202130666
Brett Puckett,brettpuckett@utec.edu,8,Ingenieria quimica,202326322
Porter Michael,portermichael@utec.edu,5,Ingenieria quimica,202364963
Hillary Acosta,hillaryacosta@utec.edu,6,Ingenieria de la energia,202257178
Lewis Hull,lewishull@utec.edu,6,CS,202319577
Stewart O'donnell,stewartodonnell@utec.edu,7,Administracion de negocios,202392571
Brooke Nieves,brookenieves7255@utec.edu,3,Ingenieria quimica,202393474
Martin Mayo,martinmayo@utec.edu,8,Ingenieria ambiental,202202476
Graiden Bush,graidenbush@utec.edu,9,Ingenieria civil,202298626
Heidi Medina,heidimedina2353@utec.edu,2,Ingenieria industrial,202344057
Arsenio Joyner,arseniojoyner@utec.edu,5,CS,202314306
Orson Andrews,orsonandrews@utec.edu,2,CS,202122931
Abra Mason,abramason@utec.edu,9,Ingenieria civil,202379713
Isabella Schneider,isabellaschneider550@utec.edu,2,Ingenieria electronica,202321395
Lionel Tanner,lioneltanner@utec.edu,5,DS,202160279
Holly O'connor,hollyoconnor3162@utec.edu,5,Ingenieria mecatronica,202341231
Carol Santos,carolsantos6640@utec.edu,2,Ingenieria electronica,202176915
Carter West,carterwest@utec.edu,1,Ingenieria de la energia,202314476
Odette Valenzuela,odettevalenzuela1039@utec.edu,2,CS,202380523
Adam Hines,adamhines3418@utec.edu,8,Ingenieria mecatronica,202379475
Merritt Williams,merrittwilliams@utec.edu,9,Administracion de negocios,202247185
Ingrid Dejesus,ingriddejesus@utec.edu,8,Ingenieria civil,202159286
Hedley Schwartz,hedleyschwartz46@utec.edu,6,Ingenieria industrial,202270663
Jared Harris,jaredharris@utec.edu,3,DS,202154082
Adrienne Curtis,adriennecurtis@utec.edu,2,CS,202117598
Jana Whitfield,janawhitfield2232@utec.edu,1,Administracion de negocios,202198471
Leo Massey,leomassey8689@utec.edu,2,Administracion de negocios,202222242
Illana Lindsey,illanalindsey@utec.edu,6,Ingenieria industrial,202264320
Kyra Conrad,kyraconrad@utec.edu,9,Ingenieria ambiental,202275437
Regina Kane,reginakane8475@utec.edu,1,Ingenieria mecatronica,202116411
Arden Reyes,ardenreyes4599@utec.edu,8,Ingenieria electronica,202198866
Phoebe Carter,phoebecarter@utec.edu,5,Ingenieria de la energia,202291446
Carolyn Stokes,carolynstokes@utec.edu,6,Ingenieria ambiental,202294973
Sybil Johnston,sybiljohnston4882@utec.edu,7,Ingenieria electronica,202196494
Alec Mccarthy,alecmccarthy4459@utec.edu,6,Ingenieria mecanica,202307967
Scott Hester,scotthester@utec.edu,6,Administracion de negocios,202379167
Elmo Roberts,elmoroberts5907@utec.edu,4,Ingenieria industrial,202375664
Orson Mooney,orsonmooney@utec.edu,7,Bioingenieria,202101953
Nerea Jordan,nereajordan@utec.edu,7,DS,202213286
Randall Bright,randallbright@utec.edu,8,Ingenieria industrial,202123531
Brady Mcintosh,bradymcintosh2444@utec.edu,3,Ingenieria quimica,202195604
Fleur Hoffman,fleurhoffman@utec.edu,2,CS,202188552
Olivia Donovan,oliviadonovan@utec.edu,7,DS,202203888
Dora Valdez,doravaldez@utec.edu,4,Ingenieria civil,202227826
Dante Maxwell,dantemaxwell7415@utec.edu,7,Ingenieria electronica,202236755
Maggy Hartman,maggyhartman@utec.edu,4,Ingenieria mecanica,202255701
August Harvey,augustharvey981@utec.edu,9,Ingenieria de la energia,202354804
Edward Curry,edwardcurry@utec.edu,4,Ingenieria industrial,202225679
Rahim Marshall,rahimmarshall300@utec.edu,7,Ingenieria mecatronica,202249419
Lance Bradford,lancebradford7478@utec.edu,7,Ingenieria mecanica,202354118
Urielle Alvarado,uriellealvarado@utec.edu,9,CS,202376796
Dorian Delgado,doriandelgado9538@utec.edu,9,Ingenieria ambiental,202193874
Callum Barry,callumbarry9442@utec.edu,2,Ingenieria civil,202206285
Emi Maddox,emimaddox822@utec.edu,8,Ingenieria de la energia,202314610
Adena Rodgers,adenarodgers@utec.edu,4,Bioingenieria,202244990
Jaden Donaldson,jadendonaldson1999@utec.edu,4,Administracion de negocios,202307541
Tara Buchanan,tarabuchanan@utec.edu,4,DS,202390109
Sydnee Keith,sydneekeith9464@utec.edu,3,Ingenieria electronica,202337765
Wayne Zimmerman,waynezimmerman@utec.edu,5,Bioingenieria,202290903
Hilda England,hildaengland@utec.edu,7,Ingenieria civil,202104893
Quentin Hampton,quentinhampton4970@utec.edu,10,CS,202172238
Stuart Duffy,stuartduffy@utec.edu,8,Ingenieria electronica,202110939
Griffith Mcgee,griffithmcgee@utec.edu,6,Ingenieria ambiental,202275393
Doris Mccarthy,dorismccarthy@utec.edu,4,Ingenieria quimica,202304360
Colton Bush,coltonbush@utec.edu,5,CS,202264639
Hector Griffin,hectorgriffin3874@utec.edu,5,Ingenieria mecanica,202268274
Kelsie Rojas,kelsierojas@utec.edu,7,CS,202324202
Drew Foreman,drewforeman8877@utec.edu,3,Ingenieria de la energia,202259115
Wilma Summers,wilmasummers@utec.edu,8,Ingenieria de la energia,202369709
Jason Tran,jasontran6885@utec.edu,3,CS,202225219
Amaya Bates,amayabates@utec.edu,7,CS,202358432
Justin Woods,justinwoods@utec.edu,8,Ingenieria quimica,202274788
Damian Coffey,damiancoffey@utec.edu,5,Administracion de negocios,202202472
Baxter Richard,baxterrichard@utec.edu,8,DS,202331026
Lesley Lyons,lesleylyons1344@utec.edu,5,Ingenieria quimica,202370469
Karyn Whitaker,karynwhitaker@utec.edu,2,Ingenieria ambiental,202122507
Baxter Hobbs,baxterhobbs411@utec.edu,7,Administracion de negocios,202184106
Ifeoma Nolan,ifeomanolan23@utec.edu,5,Ingenieria civil,202217913
Galvin Gomez,galvingomez@utec.edu,9,Ingenieria de la energia,202341973
Zeph Delgado,zephdelgado@utec.edu,2,Ingenieria quimica,202372303
Alea Snyder,aleasnyder@utec.edu,6,Bioingenieria,202354284
Driscoll Barnett,driscollbarnett454@utec.edu,5,DS,202318738
Sophia Wells,sophiawells@utec.edu,4,Ingenieria electronica,202227479
Hope Washington,hopewashington4359@utec.edu,2,DS,202109170
Hermione Bailey,hermionebailey@utec.edu,3,Ingenieria industrial,202325064
Talon Lewis,talonlewis@utec.edu,9,DS,202320464
Shelby Odom,shelbyodom@utec.edu,3,Ingenieria de la energia,202330098
Kane Hoffman,kanehoffman@utec.edu,4,Ingenieria mecatronica,202159199
Lacey Matthews,laceymatthews6428@utec.edu,7,DS,202176898
Emma Gregory,emmagregory8701@utec.edu,9,Ingenieria electronica,202321275
Jermaine Powers,jermainepowers@utec.edu,1,Ingenieria mecatronica,202147815
Nathan Sanford,nathansanford@utec.edu,6,Ingenieria de la energia,202242388
Benjamin Johns,benjaminjohns@utec.edu,8,Administracion de negocios,202101328
Jenette Rhodes,jenetterhodes@utec.edu,3,CS,202309112
Irene Hernandez,irenehernandez@utec.edu,3,Ingenieria mecatronica,202151657
Jena Barlow,jenabarlow2342@utec.edu,7,Administracion de negocios,202183934
Troy Sparks,troysparks3148@utec.edu,4,Ingenieria civil,202350459
Shannon Reynolds,shannonreynolds1016@utec.edu,4,CS,202257352
Flavia Jordan,flaviajordan1980@utec.edu,10,DS,202385239
Lesley Mckinney,lesleymckinney@utec.edu,9,Ingenieria ambiental,202328580
Orlando Thompson,orlandothompson@utec.edu,6,Administracion de negocios,202101551
Jana Hampton,janahampton711@utec.edu,8,Ingenieria civil,202354660
Kyra Olsen,kyraolsen@utec.edu,2,CS,202370404
Holly Mccoy,hollymccoy@utec.edu,7,Ingenieria ambiental,202373068
Seth Brewer,sethbrewer@utec.edu,8,Ingenieria quimica,202159583
Marsden Francis,marsdenfrancis@utec.edu,5,DS,202383270
Cora George,corageorge@utec.edu,3,Ingenieria de la energia,202361266
Cynthia Reid,cynthiareid@utec.edu,9,Ingenieria quimica,202302911
Melanie Cox,melaniecox@utec.edu,4,Bioingenieria,202382881
Farrah Carver,farrahcarver1487@utec.edu,3,Ingenieria industrial,202297561
Adria Whitney,adriawhitney@utec.edu,6,Ingenieria mecanica,202203553
Quamar Jefferson,quamarjefferson3480@utec.edu,2,Ingenieria ambiental,202294905
Aspen Avery,aspenavery3328@utec.edu,8,Ingenieria ambiental,202166776
Gabriel Ryan,gabrielryan819@utec.edu,3,Ingenieria civil,202117602
Hammett Thomas,hammettthomas7525@utec.edu,6,Ingenieria mecatronica,202161771
Alika Ayers,alikaayers818@utec.edu,4,Ingenieria mecatronica,202396688
Kennedy Wade,kennedywade8929@utec.edu,1,Bioingenieria,202108003
Wanda Hutchinson,wandahutchinson@utec.edu,3,Ingenieria quimica,202281090
Lucian Galloway,luciangalloway5939@utec.edu,3,Ingenieria industrial,202315649
Teegan Avery,teeganavery@utec.edu,9,Ingenieria electronica,202122981
Idona Peck,idonapeck1081@utec.edu,8,Ingenieria de la energia,202216050
Frances Hodge,franceshodge@utec.edu,7,Ingenieria mecanica,202123616
Axel Osborn,axelosborn@utec.edu,5,Ingenieria quimica,202251981
Yeo Lynch,yeolynch3658@utec.edu,9,DS,202158407
Maite Robles,maiterobles8186@utec.edu,1,Ingenieria ambiental,202152438
Macy Manning,macymanning@utec.edu,10,Ingenieria civil,202360911
Vernon Burns,vernonburns4135@utec.edu,3,Administracion de negocios,202382154
Drew Dejesus,drewdejesus2157@utec.edu,4,Bioingenieria,202291814
Calista Melton,calistamelton4996@utec.edu,6,Ingenieria mecatronica,202174818
Cyrus Dunlap,cyrusdunlap@utec.edu,6,Bioingenieria,202208175
Sydnee Rocha,sydneerocha2887@utec.edu,8,Ingenieria de la energia,202122782
Malcolm Boyle,malcolmboyle224@utec.edu,3,Bioingenieria,202220885
Kessie Olson,kessieolson@utec.edu,4,Ingenieria ambiental,202266825
Stacy Cash,stacycash@utec.edu,6,Ingenieria industrial,202223253
Zeus Mcdonald,zeusmcdonald5204@utec.edu,6,Ingenieria civil,202331709
Fiona Clark,fionaclark@utec.edu,7,Ingenieria mecanica,202127985
Hammett Hill,hammetthill@utec.edu,10,Ingenieria mecatronica,202278823
Rinah Payne,rinahpayne@utec.edu,9,DS,202317913
Karen Scott,karenscott@utec.edu,3,Ingenieria quimica,202193296
Olympia Brown,olympiabrown@utec.edu,9,Ingenieria civil,202186184
Rachel Bender,rachelbender5041@utec.edu,1,Ingenieria de la energia,202314948
Tamekah Nieves,tamekahnieves@utec.edu,5,Bioingenieria,202374510
Tamara Hunter,tamarahunter@utec.edu,5,DS,202186159
Alana Brennan,alanabrennan7106@utec.edu,9,Ingenieria mecanica,202126702
Imogene Fry,imogenefry@utec.edu,2,Ingenieria de la energia,202203972
Chastity Alexander,chastityalexander8805@utec.edu,9,Ingenieria mecanica,202306843
Ezekiel Parks,ezekielparks6031@utec.edu,1,Ingenieria industrial,202149507
Tanya Buckner,tanyabuckner413@utec.edu,2,DS,202300502
Ronan Cervantes,ronancervantes@utec.edu,8,Ingenieria mecatronica,202367818
Basil Melton,basilmelton@utec.edu,10,CS,202145151
Carson Gallegos,carsongallegos@utec.edu,2,Ingenieria quimica,202315078
Diana Chambers,dianachambers@utec.edu,8,CS,202288300
Hilary Merrill,hilarymerrill@utec.edu,2,Ingenieria mecanica,202168386
Melyssa Buck,melyssabuck@utec.edu,1,CS,202238378
Medge Mendoza,medgemendoza@utec.edu,6,Ingenieria civil,202259471
Camilla Duran,camilladuran7175@utec.edu,5,Administracion de negocios,202264394
Dexter Garza,dextergarza485@utec.edu,8,Ingenieria de la energia,202311026
Reese Solis,reesesolis7841@utec.edu,7,Bioingenieria,202271613
Isabella Mclean,isabellamclean5252@utec.edu,3,Ingenieria electronica,202114389
Deacon Harmon,deaconharmon6607@utec.edu,3,DS,202305325
Ezra Kramer,ezrakramer@utec.edu,1,Bioingenieria,202220618
Leonard Day,leonardday8662@utec.edu,2,Ingenieria de la energia,202115460
Bruno Patterson,brunopatterson4210@utec.edu,5,Ingenieria mecatronica,202384550
Clio Stewart,cliostewart@utec.edu,8,Ingenieria industrial,202311026
Lysandra Nielsen,lysandranielsen9436@utec.edu,6,Ingenieria quimica,202282038
Matthew Doyle,matthewdoyle450@utec.edu,5,Ingenieria de la energia,202374873
Nyssa Byrd,nyssabyrd@utec.edu,4,Ingenieria de la energia,202379309
Kylie Howell,kyliehowell3652@utec.edu,2,CS,202160558
Vincent Gill,vincentgill1486@utec.edu,4,Ingenieria de la energia,202305170
Blythe Howell,blythehowell1376@utec.edu,2,Ingenieria quimica,202312499
Nyssa Grant,nyssagrant6465@utec.edu,9,Ingenieria mecanica,202135695
Quon Atkinson,quonatkinson@utec.edu,2,Administracion de negocios,202154675
Sierra Lynn,sierralynn@utec.edu,9,Ingenieria civil,202119059
Vera Murray,veramurray@utec.edu,6,Ingenieria civil,202155561
Rebecca Wright,rebeccawright@utec.edu,7,Ingenieria electronica,202332392
Gloria Harper,gloriaharper8534@utec.edu,2,CS,202240610
Indigo Stanley,indigostanley@utec.edu,6,Ingenieria industrial,202216131
Hayfa Brown,hayfabrown4482@utec.edu,5,Ingenieria mecanica,202240209
Xenos Huffman,xenoshuffman5843@utec.edu,8,Ingenieria mecatronica,202371885
Jamalia Wyatt,jamaliawyatt7801@utec.edu,4,Ingenieria quimica,202133015
Odysseus York,odysseusyork8276@utec.edu,2,Ingenieria ambiental,202380235
Rylee Juarez,ryleejuarez@utec.edu,2,DS,202319255
Wylie Clark,wylieclark9798@utec.edu,8,Administracion de negocios,202245727
Garth Buckner,garthbuckner4318@utec.edu,4,Administracion de negocios,202115952
Roanna Hampton,roannahampton@utec.edu,7,Ingenieria electronica,202212558
Julian Lester,julianlester4947@utec.edu,7,CS,202337729
Anastasia Hinton,anastasiahinton638@utec.edu,9,Ingenieria ambiental,202205203
Sonia Beard,soniabeard2774@utec.edu,6,Ingenieria industrial,202360278
Jelani Giles,jelanigiles339@utec.edu,10,DS,202399535
Kyla Best,kylabest@utec.edu,1,Ingenieria civil,202179221
Hakeem Gregory,hakeemgregory4085@utec.edu,5,Ingenieria quimica,202242272
Upton Goff,uptongoff@utec.edu,6,Ingenieria quimica,202319252
Dorian Shannon,dorianshannon@utec.edu,7,Ingenieria mecanica,202369450
Cody Pierce,codypierce6997@utec.edu,7,CS,202189517
Anthony Willis,anthonywillis4976@utec.edu,3,CS,202336682
Veda Burton,vedaburton2380@utec.edu,8,DS,202356510
Sybill Lyons,sybilllyons9084@utec.edu,2,Ingenieria civil,202288560
Shana Turner,shanaturner727@utec.edu,10,Ingenieria de la energia,202355952
Bevis Cross,beviscross5940@utec.edu,6,Bioingenieria,202396109
Callie Hawkins,calliehawkins9445@utec.edu,9,Bioingenieria,202395527
